name,yahoo_ticker,isin,country,exchange,sector,enabled
3M Company,MMM.DE,US88579Y1010,DE,XETRA,,true
LVMH Moët Hennessy - Louis Vuitton Société Européenne,MOH.DE,FR0000121014,DE,XETRA,,true
MPC Münchmeyer Petersen Capital AG,MPCK.DE,DE000A1TNWJ4,DE,XETRA,,true
Merck KGaA,MRK.DE,DE0006599905,DE,XETRA,,true
Mister Spex SE,MRX.DE,DE000A3CSAE2,DE,XETRA,,true
Marley Spoon Group SE,MS1.DE,,DE,XETRA,,true
"Super Micro Computer, Inc.",MS51.DE,,DE,XETRA,,true
MS Industrie AG,MSAG.DE,DE0005855183,DE,XETRA,,true
Microsoft Corporation,MSF.DE,US5949181045,DE,XETRA,,true
Micron Technology Inc,MTE.DE,US5951121038,DE,XETRA,,true
MTU Aero Engines AG,MTX.DE,DE000A0D9PT0,DE,XETRA,,true
Mühlbauer Holding AG,MUB.DE,DE0006627201,DE,XETRA,,true
Multitude AG,MULT.DE,,DE,XETRA,,true
Mensch und Maschine Software SE,MUM.DE,DE0006580806,DE,XETRA,,true
Münchener Rück AG,MUV2.DE,DE0008430026,DE,XETRA,,true
Mutares SE & Co. KGaA,MUX.DE,DE000A2NB650,DE,XETRA,,true
MVV Energie AG,MVV1.DE,DE000A0H52F5,DE,XETRA,,true
MWB0,MWB0.DE,DE000A3EYLC7,DE,XETRA,,true
MAX Automation SE,MXHN.DE,DE000A2DA588,DE,XETRA,,true
Masterflex SE,MZX.DE,DE0005492938,DE,XETRA,,true
THE NAGA GROUP AG NA O.N.,N4G0.DE,DE000A41YCM0,DE,XETRA,,true
Nagarro SE,NA9.DE,DE000A3H2200,DE,XETRA,,true
Northern Data AG,NB2.DE,DE000A0SMU87,DE,XETRA,,true
NÜRNBERGER Beteiligungs-AG,NBG6.DE,DE0008435967,DE,XETRA,,true
NorCom Information Technology GmbH & Co. KGaA,NC5A.DE,DE000A12UP37,DE,XETRA,,true
Bank of America Corp,NCB.DE,US0605051046,DE,XETRA,,true
thyssenkrupp nucera AG & Co. KGaA,NCH2.DE,DE000NCA0001,DE,XETRA,,true
Aurubis AG,NDA.DE,DE0006766504,DE,XETRA,,true
Nordex SE,NDX1.DE,DE000A0D6554,DE,XETRA,,true
Nemetschek AG O.N.,NEM.DE,DE0006452907,DE,XETRA,,true
Netfonds AG,NF4.DE,DE000A1MME74,DE,XETRA,,true
Netflix Inc,NFC.DE,US64110L1061,DE,XETRA,,true
NFON AG,NFN.DE,DE000A0N4N52,DE,XETRA,,true
Nike Inc,NKE.DE,US6541061031,DE,XETRA,,true
Newmont Corporation,NMM.DE,US6516391066,DE,XETRA,,true
NanoRepro AG,NN6.DE,DE0006577109,DE,XETRA,,true
National Grid PLC,NNGF.DE,GB00BDR05C01,DE,XETRA,,true
Nokia Corporation,NOA3.DE,FI0009000681,DE,XETRA,,true
Norma Group AG NA O.N.,NOEJ.DE,DE000A1H8BV3,DE,XETRA,,true
Novo Nordisk A/S,NOV.DE,DK0062498333,DE,XETRA,,true
NEWRON PHARMACEUT. EO-20,NP5.DE,IT0004147952,DE,XETRA,,true
Nabaltec AG,NTG.DE,DE000A0KPPR7,DE,XETRA,,true
Noratis AG,NUVA.DE,DE000A2E4MK4,DE,XETRA,,true
NVIDIA Corporation,NVD.DE,US67066G1040,DE,XETRA,,true
UMICORE S.A.,NVJP.DE,BE0974320526,DE,XETRA,,true
Novem Group S.A.,NVM.DE,LU2356314745,DE,XETRA,,true
Wells Fargo & Company,NWT.DE,US9497461015,DE,XETRA,,true
Nexans S.A.,NXS.DE,,DE,XETRA,,true
Österreichische Post AG,O3P.DE,AT0000APOST4,DE,XETRA,,true
OVB Holding AG,O4B.DE,DE0006286560,DE,XETRA,,true
Cpi Property Group SA,O5G.DE,LU0251710041,DE,XETRA,,true
Ottobock SE & Co. KGaA,OBCK.DE,DE000BCK2223,DE,XETRA,,true
Orbis AG,OBS.DE,DE0005228779,DE,XETRA,,true
VERBUND AG,OEWA.DE,AT0000746409,DE,XETRA,,true
OHB SE,OHB.DE,DE0005936124,DE,XETRA,,true
OMV Aktiengesellschaft,OMV.DE,AT0000743059,DE,XETRA,,true
"ONEOK, Inc.",ONK.DE,,DE,XETRA,,true
Occidental Petroleum Corporation,OPC.DE,US6745991058,DE,XETRA,,true
Oracle Corporation,ORC.DE,US68389X1054,DE,XETRA,,true
Eleving Group S.A.,OT8.DE,,DE,XETRA,,true
Partners Group Holding AG,P2H.DE,CH0024608827,DE,XETRA,,true
Plan Optik AG,P4O.DE,DE000A0HGQS8,DE,XETRA,,true
Photon Energy N.V.,P7V.DE,,DE,XETRA,,true
Porsche AG,P911.DE,DE000PAG9113,DE,XETRA,,true
Porsche Automobil Holding SE,PAH3.DE,DE000PAH0038,DE,XETRA,,true
Pantaflix AG,PAL.DE,DE000A12UPJ7,DE,XETRA,,true
Parker-Hannifin Corporation,PAR.DE,,DE,XETRA,,true
Patrizia AG,PAT.DE,DE000PAT1AG3,DE,XETRA,,true
Deutsche Pfandbriefbank AG,PBB.DE,DE0008019001,DE,XETRA,,true
ProCredit Holding AG & Co KGaA,PCZ.DE,DE0006223407,DE,XETRA,,true
PRO DV AG,PDA0.DE,DE000A4096T1,DE,XETRA,,true
PepsiCo Inc,PEP.DE,US7134481081,DE,XETRA,,true
Pernod Ricard SA,PER.DE,FR0000120693,DE,XETRA,,true
Pfizer Inc,PFE.DE,US7170811035,DE,XETRA,,true
PFISTERER Holding SE,PFSE.DE,DE000PFSE212,DE,XETRA,,true
Pfeiffer Vacuum Technology O.N.,PFV.DE,DE0006916604,DE,XETRA,,true
The Payments Group Holding GmbH & Co KGaA,PGH.DE,DE000A1MMEV4,DE,XETRA,,true
paragon GmbH & Co. KGaA,PGN.DE,DE0005558696,DE,XETRA,,true
Koninklijke Philips NV,PHI1.DE,NL0000009538,DE,XETRA,,true
Altria Group Inc,PHM7.DE,US02209S1033,DE,XETRA,,true
Plug Power Inc,PLUN.DE,US72919P2020,DE,XETRA,,true
PNE AG,PNE3.DE,DE000A0JBPG2,DE,XETRA,,true
POB AG NA O.N.,PO1.DE,DE000A12UMB1,DE,XETRA,,true
Kering SA,PPX.DE,FR0000121485,DE,XETRA,,true
The Procter & Gamble Company,PRG.DE,US7427181091,DE,XETRA,,true
PSI Software AG,PSAN.DE,DE000A0Z1JH9,DE,XETRA,,true
Sernova Biotherapeutics Inc,PSH0.DE,CA81752F1062,DE,XETRA,,true
Prosiebensat 1 Media AG,PSM.DE,DE000PSM7770,DE,XETRA,,true
PENTIXAPHARM HOLDING N AG,PTP.DE,DE000A40AEG0,DE,XETRA,,true
Palantir Technologies Inc.,PTX.DE,US69608A1088,DE,XETRA,,true
PUMA SE,PUM.DE,DE0006969603,DE,XETRA,,true
Progress-Werk Oberkirch AG,PWO.DE,DE0006968001,DE,XETRA,,true
Pyrum Innovations AG,PYR.DE,DE000A2G8ZX8,DE,XETRA,,true
Scherzer & Co. AG,PZS.DE,DE0006942808,DE,XETRA,,true
Quirin Privatbank AG,QB7.DE,DE0005202303,DE,XETRA,,true
q.beyond AG,QBY.DE,DE0005137004,DE,XETRA,,true
Q.BEYOND AG NA O.N. KONV.,QBY0.DE,DE000A41YDG0,DE,XETRA,,true
QUALCOMM Incorporated,QCI.DE,US7475251036,DE,XETRA,,true
ADTRAN Holdings Inc.,QH9.DE,US00486H1059,DE,XETRA,,true
QIAGEN NV,QIA.DE,NL0015002CX3,DE,XETRA,,true
Straumann Holding AG,QS51.DE,CH1175448666,DE,XETRA,,true
Rubean AG,R1B.DE,DE0005120802,DE,XETRA,,true
Renk Group AG,R3NK.DE,DE000RENK730,DE,XETRA,,true
Shell PLC,R6C0.DE,GB00BP6MXD84,DE,XETRA,,true
RATIONAL Aktiengesellschaft,RAA.DE,DE0007010803,DE,XETRA,,true
Raiffeisen Bank International AG,RAW.DE,AT0000606306,DE,XETRA,,true
Teleperformance SE,RCF.DE,,DE,XETRA,,true
Rcm Beteiligungs AG,RCMN.DE,DE000A1RFMY4,DE,XETRA,,true
Redcare Pharmacy NV,RDC.DE,NL0012044747,DE,XETRA,,true
RELX PLC,RDEB.DE,GB00B2B0DG97,DE,XETRA,,true
Repsol S.A.,REP.DE,ES0173516115,DE,XETRA,,true
RHÖN-KLINIKUM Aktiengesellschaft,RHK.DE,DE0007042301,DE,XETRA,,true
Rheinmetall AG,RHM.DE,DE0007030009,DE,XETRA,,true
Rio Tinto Group,RIO1.DE,GB0007188757,DE,XETRA,,true
Renault SA,RNL.DE,FR0000131906,DE,XETRA,,true
RTL Group SA,RRTL.DE,LU0061462528,DE,XETRA,,true
Rolls-Royce Holdings PLC,RRU.DE,GB00B63H8491,DE,XETRA,,true
R. Stahl AG NA O.N.,RSL2.DE,DE000A1PHBB5,DE,XETRA,,true
RealTech AG,RTC.DE,DE0007008906,DE,XETRA,,true
Your Family Entertainment AG,RTV.DE,DE000A161N14,DE,XETRA,,true
RWE AG,RWE.DE,DE0007037129,DE,XETRA,,true
Ryanair Holdings plc,RY4C.DE,IE00BYTBXV33,DE,XETRA,,true
NatWest Group PLC,RYSD.DE,GB00BM8PJY71,DE,XETRA,,true
SMT Scharf AG,S188.DE,DE000A3DRAE2,DE,XETRA,,true
SMA Solar Technology AG,S92.DE,DE000A0DJ6J9,DE,XETRA,,true
SAP SE,SAP.DE,DE0007164600,DE,XETRA,,true
Ströer SE & Co. KGaA,SAX.DE,DE0007493991,DE,XETRA,,true
Smartbroker Holding AG,SB1.DE,DE000A2GS609,DE,XETRA,,true
Stratec SE,SBS.DE,DE000STRA555,DE,XETRA,,true
SynBiotic SE,SBX.DE,DE000A3E5A59,DE,XETRA,,true
Schweizer Electronic AG,SCE.DE,DE0005156236,DE,XETRA,,true
K+S Aktiengesellschaft,SDF.DE,DE000KSAG888,DE,XETRA,,true
SCOR SE,SDRC.DE,,DE,XETRA,,true
Safran SA,SEJ1.DE,,DE,XETRA,,true
STS Group AG,SF3.DE,DE000A1TNU68,DE,XETRA,,true
SAF-Holland SE,SFQ.DE,DE000SAFH001,DE,XETRA,,true
Société Générale Société anonyme,SGE.DE,FR0000130809,DE,XETRA,,true
SGL Carbon SE,SGL.DE,DE0007235301,DE,XETRA,,true
STMicroelectronics N.V,SGM.DE,NL0000226223,DE,XETRA,,true
Schaeffler AG,SHA0.DE,DE000SHA0100,DE,XETRA,,true
SNP Schneider-Neureither & Partner SE,SHF.DE,DE0007203705,DE,XETRA,,true
Siemens Healthineers AG,SHL.DE,DE000SHL1006,DE,XETRA,,true
Siemens Aktiengesellschaft,SIE.DE,DE0007236101,DE,XETRA,,true
Wheaton Precious Metals Corp,SII.DE,CA9628791027,DE,XETRA,,true
Sika AG,SIKA.DE,CH0418792922,DE,XETRA,,true
First Sensor AG,SIS.DE,DE0007201907,DE,XETRA,,true
Sixt SE,SIX2.DE,DE0007231326,DE,XETRA,,true
Sixt SE,SIX3.DE,DE0007231334,DE,XETRA,,true
Serviceware SE,SJJ.DE,DE000A2G8X31,DE,XETRA,,true
Koenig & Bauer AG,SKB.DE,DE0007193500,DE,XETRA,,true
Schoeller-Bleckmann Oilfield Equipment Aktiengesellschaft,SLL.DE,AT0000946652,DE,XETRA,,true
Solutiance AG,SLSA.DE,DE000A32VN59,DE,XETRA,,true
Shelly Group SE,SLYG.DE,BG1100003166,DE,XETRA,,true
SÜSS MicroTec SE,SMHN.DE,DE000A1K0235,DE,XETRA,,true
SM Wirtschaftsberatungs AG,SMWN.DE,DE000A1RFMZ1,DE,XETRA,,true
Schneider Electric S.E.,SND.DE,FR0000121972,DE,XETRA,,true
Singulus Technologies AG,SNG.DE,DE000A1681X5,DE,XETRA,,true
Sanofi,SNW.DE,FR0000120578,DE,XETRA,,true
AT&T Inc,SOBA.DE,US00206R1023,DE,XETRA,,true
Staige One AG,SPC.DE,DE000A3CQ5L6,DE,XETRA,,true
Springer Nature AG & Co KGaA,SPG.DE,DE000SPG1003,DE,XETRA,,true
Space Exploration Technologies Corp.,SPX.DE,US84615Q1031,DE,XETRA,,true
Block Inc,SQ3.DE,US8522341036,DE,XETRA,,true
Sqs Software Quality Systems Ag,SQS.DE,XS2297552932,DE,XETRA,,true
Vinci S. A.,SQU.DE,FR0000125486,DE,XETRA,,true
Starbucks Corporation,SRB.DE,US8552441094,DE,XETRA,,true
Sartorius AG VZO O.N.,SRT.DE,DE0007165607,DE,XETRA,,true
Sartorius Aktiengesellschaft,SRT3.DE,DE0007165631,DE,XETRA,,true
STEICO SE,ST5.DE,DE000A0LR936,DE,XETRA,,true
Stabilus SE,STM.DE,DE000STAB1L8,DE,XETRA,,true
Sto SE & Co. KGaA,STO3.DE,DE0007274136,DE,XETRA,,true
STRABAG,STR.DE,,DE,XETRA,,true
Surteco Group SE,SUR.DE,DE0005176903,DE,XETRA,,true
Shareholder Value Beteiligungen AG,SVE.DE,DE000A168205,DE,XETRA,,true
Schloss Wachenheim AG,SWA.DE,DE0007229007,DE,XETRA,,true
Symrise AG,SY1.DE,DE000SYM9999,DE,XETRA,,true
Synopsys Inc.,SYP.DE,,DE,XETRA,,true
Softing AG,SYT.DE,DE0005178008,DE,XETRA,,true
SYZYGY AG,SYZ.DE,DE0005104806,DE,XETRA,,true
LÃ¼bke Kelber AG,SZ50.DE,DE000A35JR33,DE,XETRA,,true
Salzgitter AG,SZG.DE,DE0006202005,DE,XETRA,,true
Südzucker AG,SZU.DE,DE0007297004,DE,XETRA,,true
Seven Principles AG,T3T1.DE,DE000A2AAA75,DE,XETRA,,true
TAG Immobilien AG,TEG.DE,DE0008303504,DE,XETRA,,true
Logwin AG,TGHN.DE,LU1618151879,DE,XETRA,,true
11880 Solutions AG,TGT.DE,DE0005118806,DE,XETRA,,true
ZEAL Network SE,TIMA.DE,DE000ZEAL241,DE,XETRA,,true
Tin Inn Holding Ag,TIW.DE,DE000A40ZTT8,DE,XETRA,,true
"The TJX Companies, Inc.",TJX.DE,,DE,XETRA,,true
thyssenkrupp AG,TKA.DE,DE0007500001,DE,XETRA,,true
TKMS AG & Co KGaA,TKMS.DE,DE000TKMS001,DE,XETRA,,true
Tesla Inc,TL0.DE,US88160R1014,DE,XETRA,,true
TELES Informationstechnologien AG,TLIK.DE,DE000A289B07,DE,XETRA,,true
Talanx AG,TLX.DE,DE000TLX1005,DE,XETRA,,true
T-MOBILE US INC.DL-00001,TM5.DE,US8725901040,DE,XETRA,,true
TeamViewer AG,TMV.DE,DE000A2YN900,DE,XETRA,,true
Telefónica S.A,TNE5.DE,ES0178430E18,DE,XETRA,,true
Tonies SE,TNIE.DE,LU2333563281,DE,XETRA,,true
TotalEnergies SE,TOTB.DE,FR0000120271,DE,XETRA,,true
PVA TePla AG,TPE.DE,DE0007461006,DE,XETRA,,true
The Platform Group SE & Co. KGaA,TPG0.DE,DE000A40ZW88,DE,XETRA,,true
OTRS AG,TR9.DE,,DE,XETRA,,true
Citigroup Inc,TRVC.DE,US1729674242,DE,XETRA,,true
"The Trade Desk, Inc.",TT8.DE,,DE,XETRA,,true
Takkt AG,TTK.DE,DE0007446007,DE,XETRA,,true
TTL Beteiligungs- und Grundbesitz-AG,TTO.DE,DE0007501009,DE,XETRA,,true
technotrans SE,TTR1.DE,DE000A0XYGA7,DE,XETRA,,true
TUI AG,TUI1.DE,DE000TUAG505,DE,XETRA,,true
"United Airlines Holdings, Inc.",UAL1.DE,,DE,XETRA,,true
UmweltBank AG,UBK.DE,DE0005570808,DE,XETRA,,true
Ubisoft Entertainment SA,UEN.DE,,DE,XETRA,,true
UNITEDLABELS Aktiengesellschaft,ULC.DE,DE0005489561,DE,XETRA,,true
UMT United Mobility Technology AG,UMD.DE,DE000A40ZVU2,DE,XETRA,,true
Uniper SE,UN0.DE,DE000UNSE026,DE,XETRA,,true
UNIQA Insurance Group AG,UN9.DE,AT0000821103,DE,XETRA,,true
UnitedHealth Group Incorporated,UNH.DE,US91324P1021,DE,XETRA,,true
"UNILEVER PLC LS -,035",UNV0.DE,GB00BVZK7T90,DE,XETRA,,true
Uber Technologies Inc,UT8.DE,US90353T1007,DE,XETRA,,true
United Internet AG NA,UTDI.DE,DE0005089031,DE,XETRA,,true
"BlackRock, Inc.",UU2.DE,US09290D1019,DE,XETRA,,true
3U Holding AG,UUU.DE,DE0005167902,DE,XETRA,,true
Waste Management Inc.,UWS.DE,US94106L1098,DE,XETRA,,true
Uzin Utz AG,UZU.DE,DE0007551509,DE,XETRA,,true
VINCORION SE,V1NC.DE,DE000VNC0014,DE,XETRA,,true
VITA 34 AG,V3V.DE,DE000A0BL849,DE,XETRA,,true
Viscom AG,V6C.DE,DE0007846867,DE,XETRA,,true
Voestalpine AG,VAS.DE,AT0000937503,DE,XETRA,,true
VERBIO Vereinigte BioEnergie AG,VBK.DE,DE000A0JL9W6,DE,XETRA,,true
Veganz Group AG,VEZ.DE,DE000A3E5ED2,DE,XETRA,,true
Varengold Bank AG,VG80.DE,DE000A40ZUV2,DE,XETRA,,true
Friedrich Vorwerk Group SE,VH2.DE,DE000A255F11,DE,XETRA,,true
VIATRIS INC. O.N.,VIA.DE,US92556V1061,DE,XETRA,,true
Villeroy & Boch AG,VIB3.DE,DE0007657231,DE,XETRA,,true
VIB Vermögen AG,VIH1.DE,DE000A2YPDD0,DE,XETRA,,true
VIROMED MEDICAL NA O.N.,VME.DE,DE000A40ZVN7,DE,XETRA,,true
Vonovia SE,VNA.DE,DE000A1ML7J1,DE,XETRA,,true
Vodafone Group PLC,VODI.DE,GB00BH4HKS39,DE,XETRA,,true
Vossloh AG,VOS.DE,DE0007667107,DE,XETRA,,true
Voltatron AG,VOTR.DE,,DE,XETRA,,true
Volkswagen AG,VOW.DE,DE0007664005,DE,XETRA,,true
Volkswagen AG VZO O.N.,VOW3.DE,DE0007664039,DE,XETRA,,true
Net Digital AG,VRL.DE,DE000A2BPK34,DE,XETRA,,true
Verve Group SE N,VRV.DE,,DE,XETRA,,true
Vulcan Energy Resources Limited,VUL.DE,AU0000066086,DE,XETRA,,true
Veolia Environnement S.A,VVD.DE,FR0000124141,DE,XETRA,,true
Vivendi SE,VVU.DE,FR0000127771,DE,XETRA,,true
ÖKOWORLD AG,VVV3.DE,DE0005408686,DE,XETRA,,true
Vestas Wind Systems A/S,VWSB.DE,DK0061539921,DE,XETRA,,true
VIDINEXT AG,VXT.DE,CH0557519201,DE,XETRA,,true
DESTINY TECH100 INC.,W8K.DE,US25063F1075,DE,XETRA,,true
Wacker Neuson SE,WAC.DE,DE000WACK012,DE,XETRA,,true
Siltronic AG,WAF.DE,DE000WAF3001,DE,XETRA,,true
Wolftank Group AG,WAH.DE,AT0000A25NJ6,DE,XETRA,,true
Wacker Chemie AG,WCH.DE,DE000WCH8881,DE,XETRA,,true
Nakiki SE,WDL1.DE,DE000WNDL300,DE,XETRA,,true
The Walt Disney Company,WDP.DE,US2546871060,DE,XETRA,,true
Westwing Group AG,WEW.DE,DE000A2N4H07,DE,XETRA,,true
Weng Fine Art AG,WFA.DE,DE0005181606,DE,XETRA,,true
Wienerberger AG,WIB.DE,AT0000831706,DE,XETRA,,true
Sporttotal AG,WIG1.DE,,DE,XETRA,,true
Walmart Inc,WMT.DE,US9311421039,DE,XETRA,,true
META WOLF AG INH O.N.,WOLF.DE,DE000A254203,DE,XETRA,,true
Wolters Kluwers Nv,WOSB.DE,NL0000395903,DE,XETRA,,true
WashTec AG,WSU.DE,DE0007507501,DE,XETRA,,true
Wüstenrot & Württembergische AG,WUW.DE,DE0008051004,DE,XETRA,,true
Strabag SE,XD4.DE,AT000000STR1,DE,XETRA,,true
COMPASS GROUP    LS-1105,XGR2.DE,GB00BD6K4575,DE,XETRA,,true
Gabler Group AG,XK4.DE,DE000A421RZ9,DE,XETRA,,true
Exxon Mobil Corporation,XONA.DE,US30231G1022,DE,XETRA,,true
Sino AG,XTP.DE,DE0005765507,DE,XETRA,,true
Xylem Inc,XY6.DE,US98419M1009,DE,XETRA,,true
ConocoPhillips,YCP.DE,US20825C1045,DE,XETRA,,true
YOC AG,YOC.DE,DE0005932735,DE,XETRA,,true
secunet Security Networks Aktiengesellschaft,YSN.DE,DE0007276503,DE,XETRA,,true
029 GROUP SE INH O.N.,Z29.DE,DE000A2LQ2D0,DE,XETRA,,true
Zalando SE,ZAL.DE,DE000ZAL1111,DE,XETRA,,true
AstraZeneca PLC,ZEG.DE,GB0009895292,DE,XETRA,,true
Zurich Insurance Group AG,ZFIN.DE,CH0011075394,DE,XETRA,,true
Elringklinger AG NA O.N.,ZIL2.DE,DE0007856023,DE,XETRA,,true
WeGrow AG,ZN2.DE,DE000A2LQUV1,DE,XETRA,,true
Zoetis Inc,ZOE.DE,US98978V1035,DE,XETRA,,true
Soluciones Cuatroochenta S.L.,480S.MC,ES0105509006,ES,BME,,true
Atresmedia Corporación de Medios de Comunicación S.A.,A3M.MC,ES0109427734,ES,BME,,true
ACS-D,ACS-D.MC,ES06670509T7,ES,BME,,true
ACS Actividades de Construccion y Servicios SA,ACS.MC,ES0167050915,ES,BME,,true
Acerinox,ACX.MC,ES0132105018,ES,BME,,true
Audax Renovables S.A.,ADX.MC,ES0136463017,ES,BME,,true
ADOLFO DOMINGUEZ,ADZ.MC,ES0106000013,ES,BME,,true
Aedas Homes SL,AEDAS.MC,ES0105287009,ES,BME,,true
Aena SA,AENA.MC,ES0105046017,ES,BME,,true
Agile Content SA,AGIL.MC,ES0105102000,ES,BME,,true
Airtificial Intelligence Structures SA,AI.MC,ES0152768612,ES,BME,,true
Airbus Group SE,AIR.MC,NL0000235190,ES,BME,,true
Altia Consultores S.A.,ALC.MC,ES0113312005,ES,BME,,true
Almirall S.A.,ALM.MC,ES0157097017,ES,BME,,true
Alantra Partners S.A.,ALNT.MC,ES0126501131,ES,BME,,true
Alquiber Quality SA,ALQ.MC,ES0105366001,ES,BME,,true
Aeternal Mentis SA,AMEN.MC,ES0105588000,ES,BME,,true
Amper S.A.,AMP.MC,ES0109260531,ES,BME,,true
Amadeus IT Group S.A.,AMS.MC,ES0109067019,ES,BME,,true
Acciona,ANA.MC,ES0125220311,ES,BME,,true
Corporacion Acciona Energias Renovables SA,ANE.MC,ES0105563003,ES,BME,,true
Aperam SA,APAM.MC,LU0569974404,ES,BME,,true
Axon Partners Group S.A.,APG.MC,ES0105659009,ES,BME,,true
Arima Real Estate SOCIMI SA,ARM.MC,ES0105376000,ES,BME,,true
Arteche Lantegi Elkartea SA,ART.MC,ES0105521001,ES,BME,,true
Atrys Health SL,ATRY.MC,ES0105148003,ES,BME,,true
Aplicaciones y Tratamiento de Sistemas S.A.,ATSI.MC,ES0105691002,ES,BME,,true
Azkoyen,AZK.MC,ES0112458312,ES,BME,,true
Banco Bilbao Vizcaya Argentaria SA,BBVA.MC,ES0113211835,ES,BME,,true
Bankinter,BKT.MC,ES0113679I37,ES,BME,,true
Berkeley Energia Limited,BKY.MC,AU000000BKY0,ES,BME,,true
Biotechnology Assets S.A.,BST.MC,ES0184980003,ES,BME,,true
Caixabank SA,CABK.MC,ES0140609019,ES,BME,,true
Construcciones y Auxiliar de Ferrocarriles S.A.,CAF.MC,ES0121975009,ES,BME,,true
BBVA Capital Privado FCR,CAPRI.MC,ES0180660039,ES,BME,,true
Prosegur Cash S.A,CASH.MC,ES0105229001,ES,BME,,true
Clinica Baviera,CBAV.MC,ES0119037010,ES,BME,,true
Coca-Cola European Partners PLC,CCEP.MC,GB00BDCPN049,ES,BME,,true
Compania Espanola de Viviendas en Alquiler SA,CEV.MC,ES0132955008,ES,BME,,true
CIE Automotive S.A.,CIE.MC,ES0105630315,ES,BME,,true
Cirsa Enterprises SAU,CIRSA.MC,ES0105884011,ES,BME,,true
Club De Futbol Intercity Sad,CITY.MC,ES0105606000,ES,BME,,true
Cellnex Telecom SA,CLNX.MC,ES0105066007,ES,BME,,true
CLERHP Estructuras S.A,CLR.MC,ES0105121000,ES,BME,,true
Cementos Molins SA,CMO.MC,ES0117360117,ES,BME,,true
Inmobiliaria Colonial SA,COL.MC,ES0139140174,ES,BME,,true
Catenon S.A,COM.MC,ES0112320009,ES,BME,,true
"Cox Energy América, S.A.B. de C.V.",COXE.MC,,ES,BME,,true
Cox ABG Group SA,COXG.MC,ES0105848008,ES,BME,,true
"Desarrollos Especiales de Sistemas de Anclaje, S.A.",DESA.MC,,ES,BME,,true
Distribuidora Internacional de Alimentación S.A,DIA.MC,ES0126775008,ES,BME,,true
Global Dominion Access S.A,DOM.MC,ES0105130001,ES,BME,,true
Domo Activos Socimi SA,DOMO.MC,ES0105283008,ES,BME,,true
AmRest Holdings SE,EAT.MC,ES0105375002,ES,BME,,true
Ebro Foods,EBRO.MC,ES0112501012,ES,BME,,true
"EV MOTORS, S.A.",EBROM.MC,ES0105725008,ES,BME,,true
Ercros,ECR.MC,ES0125140A14,ES,BME,,true
eDreams Odigeo SA,EDR.MC,LU1048328220,ES,BME,,true
Euroespes S.A.,EEP.MC,ES0133421000,ES,BME,,true
Energía Innovación y Desarrollo Fotovoltaico S.A.,EIDF.MC,ES0105517009,ES,BME,,true
Endesa SA,ELE.MC,ES0130670112,ES,BME,,true
Asturiana de Laminados S.A.,ELZ.MC,ES0105227013,ES,BME,,true
ENCE Energía y Celulosa S.A,ENC.MC,ES0130625512,ES,BME,,true
Endurance Motive S.A.,END.MC,ES0105589008,ES,BME,,true
Grupo Ecoener S.A.,ENER.MC,ES0105548004,ES,BME,,true
Enagás S.A.,ENG.MC,ES0130960018,ES,BME,,true
Elecnor S.A,ENO.MC,ES0129743318,ES,BME,,true
Enerside Energy S.A.,ENRS.MC,ES0105634002,ES,BME,,true
Energy Solar Tech S.L.,ETC.MC,ES0105687000,ES,BME,,true
Grupo Ezentis S.A,EZE.MC,ES0172708234,ES,BME,,true
Facephi Biometria SA,FACE.MC,ES0105029005,ES,BME,,true
Faes Farma SA,FAE.MC,ES0134950F36,ES,BME,,true
Fomento de Construcciones y Contratas SA,FCC.MC,ES0122060314,ES,BME,,true
Fluidra,FDR.MC,ES0137650018,ES,BME,,true
Ferrovial S.A.,FER.MC,NL0015001FS8,ES,BME,,true
General de Alquiler de Maquinaria SA,GAM.MC,ES0141571192,ES,BME,,true
Gestamp Automocion SA,GEST.MC,ES0105223004,ES,BME,,true
General de Galerias Comerciales SOCIMI S.A.,GGC.MC,ES0105195004,ES,BME,,true
Grupo Greening 2022 SA,GGR.MC,ES0105709002,ES,BME,,true
Gigas Hosting S.A,GIGA.MC,ES0105093001,ES,BME,,true
Grenergy Renovables S.A,GRE.MC,ES0105079000,ES,BME,,true
Grifols SA,GRF-P.MC,ES0171996095,ES,BME,,true
Grifols S.A.,GRF.MC,ES0171996087,ES,BME,,true
Griñó Ecologic S.A,GRI.MC,ES0143328005,ES,BME,,true
Grupo Empresarial San Jose SA,GSJ.MC,ES0180918015,ES,BME,,true
Hannun SA,HAN.MC,ES0105637005,ES,BME,,true
HBX Group International plc,HBX.MC,GB00BNXJB679,ES,BME,,true
Holaluz-Clidom S.A,HLZ.MC,ES0105456026,ES,BME,,true
Neinor Homes SLU,HOME.MC,ES0105251005,ES,BME,,true
International Consolidated Airlines Group S.A,IAG.MC,ES0177542018,ES,BME,,true
Iberdrola S.A.,IBE.MC,ES0144580Y14,ES,BME,,true
Iberpapel Gestion SA,IBG.MC,ES0147561015,ES,BME,,true
Indra A,IDR.MC,ES0118594417,ES,BME,,true
"Iflex Flexible Packaging, S.A.",IFLEX.MC,ES0105684007,ES,BME,,true
"Inmocemento, S.A.",IMC.MC,ES0105804001,ES,BME,,true
"Indexa Capital Group, S.A.",INDXA.MC,,ES,BME,,true
Innovative Solutions Ecosystem SA,ISE.MC,ES0143421073,ES,BME,,true
Inmobiliaria del Sur SA,ISUR.MC,ES0154653911,ES,BME,,true
